563.948,192.836
770.846,1429.42
757.619,1298.84
809.797,287.845
246.204,152.946
333.48,1420.79
859.374,1415.98
833.169,1353.9
592.7,233.222
714.183,1379.28
814.592,1289.9
192.646,219.335
210.276,125.398
751.719,1049.45
116.42,513.219
667.206,1398.95
179.101,1403.48
404.422,1151.85
164.796,521.536
199.873,382.684
543.062,568.283
150.576,190.934
781.862,860.555
257.277,1298.43
804.336,961.801
147.838,1350.45
613.232,1303.44
667.921,1231.05
316.987,1231.77
748.225,1300.28
150.379,1348.76
163.596,328.416
748.618,172.858
565.442,204.459
323.913,964.493
820.227,1116.03
601.159,1362.72
700.73,1152.44
511.267,117.539
120.437,106.468
551.818,1259.64
710.52,143.62
333.912,365.108
712.485,300.371
855.026,1245.88
434.283,1280.13
375.552,554.675
643.325,810.7
319.034,161.912
153.125,303.176
122.456,1433.46
845.365,978.86
498.999,380.785
692.477,1388.4
611.941,465.447
588.855,1099.7
171.092,728.082
699.533,1083.17
850.222,1352.13
290.76,1227.95
653.771,1397.03
585.705,170.156
797.408,1188.28
183.893,1406.23
525.789,1164.17
735.652,1377.81
730.942,422.803
606.908,254.309
711.517,1075.53
558.899,1149.77
393.703,223.338
799.897,1118.96
409.137,304.241
782.453,608.191
813.417,301.241
828.795,473.658
598.668,249.557
714.284,1147.33
186.228,131.878
202.541,1034.6
113.777,692.273
559.009,1431.68
189.97,133.651
615.811,480.605
111.16,1332.56
635.505,366.98
526.466,220.702
480.047,1146.8
362.377,209.839
851.957,1353.93
530.106,220.426
454.643,1057.98
184.969,446.007
117.927,1392.54
731.669,1378.72
751.576,1374.11
657.153,1171.49
596.034,126.347
442.861,106.567
698.48,400.7
536.132,1042.12
738.207,1376.64
706.037,276.608
839.644,1286.45
349.623,583.425
226.008,1357.76
651.447,1399.82
228.093,826.154
383.889,1267.43
195.271,282.806
672.536,217.36
697.563,510.001
420.602,1437.28
805.61,1361.37
112.053,516.54
525.466,1086.58
643.966,271.257
615.972,1358.29
531.31,238.659
731.968,1061.24
755.421,1129.66
568.721,685.429
381.913,453.666
364.947,1323.52
455.018,1380.57
432.549,217.803
340.897,297.538
201.615,149.627
797.968,452.859
299.756,439.895
259.973,1224.46
482.069,1221.26
318.282,362.671
539.751,1312.17
576.651,217.856
362.095,761.186
118.806,515.639
373.684,1281.05
198.157,729.229
668.214,346.129
317.252,1108.16
591.404,262.715
291.693,1355.85
137.412,98.5175
312.838,1414.25
733.044,1378.91
745.591,1301.28
111.463,375.036
261.949,1408.81
136.134,726.889
395.85,1431.42
700.254,1077.06
603.472,128.621
375.865,513.362
377.564,1065.81
675.973,385.081
158.371,1400.08
742.29,90.0405
572.114,1026.2
697.471,511.195
167.498,237.76
629.876,1123.43
446.232,1155.44
556.305,1082.09
272.19,972.434
127.276,1234.35
146.711,186.394
605.631,254.483
576.409,220.748
183.992,1355.39
418.718,1227.86
581.544,160.149
265.703,112.144
684.896,1159.87
268.095,110.636
152.163,668.911
427.282,1281.17
863.894,1092.44
651.331,1176.12
189.238,1293.94
827.842,1357.42
676.168,517.134
139.746,439.668
417.509,1381.76
157.649,1349.62
356.06,581.226
114.853,166.09
161.997,1292.67
582.475,93.1978
729.227,472.053
410.406,1217.04
775.719,1368.69
352.552,780.266
350.056,1370.81
783.122,895.114
176.642,1179.25
730.32,292.883
739.129,264.167
756.066,177.836
627.136,1355.05
775.611,1023.3
113.499,1282
761.61,1299.21
747.258,182.167
229.679,1055.98
214.736,1166.37
293.26,87.2905
356.751,188.363
599.731,127.532
786.013,589.426
594.984,234.573
620.228,1298.33
814.766,321.566
248.527,1410.8
330.932,149.977
173.748,1034.18
117.57,512.184
135.825,1186.46
562.687,1209.2
345.133,791.93
592.529,1252.05
806.877,918.263
234.204,535.372
819.512,1110.75
629.569,1353.82
641.665,1406.33
261.918,1356.43
276.834,1062.24
634.461,1120.03
213.257,753.749
642.113,1350.84
736.551,390.871
804.346,1362.63
708.167,214.241
352.731,618.232
410.822,238.296
767.251,296.455
803.823,422.231
801.711,1190.1
131.248,483.916
706.129,911.591
120.11,1345.04
626.56,217.072
631.697,1299.58
186.351,1356.71
492.466,1143.56
678.421,1222.58
695.215,882.909
345.613,269.643
236.957,1228.99
363.247,1282.22
287.372,1412.91
176.176,1294.62
117.696,515.623
119.472,1282.93
555.278,176.251
829.648,367.767
677.64,1275.03
808.716,1363.35
753.19,462.895
453.416,564.826
365.175,1425.72
771.537,694.542
157.574,1351.08
741.444,1134.6
451.371,376.606
321.694,437.648
520.227,473.419
127.85,1032.24
846.712,1248.79
216.479,755.878
645.405,1179.45
839.807,1287.86
712.827,1076.81
594.706,556.544
126.022,1235.74
540.407,404.578
629.394,213.891
589.603,1305.16
125.162,154.986
186.328,133.534
804.414,983.223
167.319,653.966
622.823,1126.61
111.039,460.926
593.516,1013.23
542.601,406.905
738.296,822.03
653.307,1237.53
753.752,341.115
168.335,278.874
399.566,1433.09
553.966,1432.65
185.956,1034.97
763.636,163.126
803.613,1214.8
695.483,1380.94
669.073,349.981
726.045,1377.77
317.963,208.776
643.388,390.353
619.361,266.978
747.441,261.705
691.001,85.2668
694.438,361.746
289.139,1163.48
599,81.6497
866.759,1417.05
859.132,1353.54
718.851,1057.72
723.808,1256.87
477.742,120.249
310.657,148.475
642.79,134.691
275.242,1108.42
169.469,650.751
337.749,1287.53
659.035,1397.6
466.977,1275.97
319.574,506.84
647.9,411.129
117.189,372.92
739.767,1246.37
171.874,978.447
277.102,1225.38
567.414,134.236
713.302,1138.18
799.638,1424.38
400.604,532.238
449.955,195.597
206.457,208.85
465.828,1378.04
869.799,1417.58
410.968,232.763
797.381,889.874
449.775,1226.29
363.243,1373.97
315.387,136.314
750.082,1373.76
782.881,1426.31
142.434,1398.1
625.402,215.805
615.606,1418.8
398.417,172.829
692.132,537.271
718.152,1379.64
619.474,265.611
690.846,333.511
844.419,842.656
479.271,1062.17
285.29,570.239
809.266,913.679
814.813,1141.27
707.462,1328.09
221.412,648.022
125.459,511.342
186.413,135.119
374.837,1280.97
761.06,132.864
126.545,1141.35
414.07,1226.31
542.817,1436.34
349.565,202.975
603.902,1196.66
716.653,1146.19
604.772,1361.43
552.777,1371.16
639.834,274.522
448.972,1381.64
247.584,478.923
440.185,111.59
202.967,181.159
558.299,516.991
401.258,110.157
439.189,1318.5
559.767,181.807
693.891,126.108
752.021,1299.2
623.604,144.835
719.041,923.517
852.846,1152.41
112.431,235.467
164.947,1234.65
294.026,1111.82
811.957,1117.6
255.884,1408.87
745.323,732.162
705.211,1383.87
869.808,1001.35
817.548,233.179
439.075,372.11
403.929,1281.66
808.622,926.54
673.407,1396.42
456.929,1316.47
