794.096,173.147
780.17,1200.24
277.089,1142.28
817.298,1348.33
709.394,821.169
718.985,1405.25
184.207,1213.86
610.673,1340.09
780.493,864.927
687.046,1394.11
608.31,1403.41
208.229,1136.65
440.093,1154.86
798.463,350.322
777.383,1189.27
453.014,1316.3
667.282,857.348
833.922,781.71
780.817,384.527
521.33,197.997
659.104,1334.4
254.163,1249.24
631.701,1384.77
479.765,1246.09
695.616,1199.09
374.192,1069.27
655.16,1276.71
202.357,1379.35
849.437,969.638
733.979,871.252
587.932,926.888
254.224,1387.68
725.743,502.372
563.636,837.201
824.697,1376.74
812.524,1137.74
511.708,1352.28
818.239,1415.73
604.797,1103.08
196.601,1003.11
743.333,888.261
784.986,1175.78
639.435,730.198
714.229,1270.32
744.918,1182.61
773.55,1137.04
704.119,944.829
569.768,598.368
531.525,1124.95
660.719,1304.2
843.473,845.374
434.668,1412.63
711.276,1246.47
768.567,448.984
417.858,1411.8
838.994,1368.59
690.175,871.042
647.46,857.973
851.795,395.384
847.246,835.217
644.198,804.067
739.541,914.989
848.656,836.394
201.82,232.307
729.047,1212.31
744.364,1069.72
644.129,1254.73
854.659,1325.02
403.647,224.44
642.088,1340.99
255.912,1165.87
844.336,398.82
438.027,1319.8
546.807,273.405
666.914,1378.86
806.899,1226.79
646.939,1221.41
831.356,1223.51
820.871,1344.43
785.996,1173.29
497.378,1140.13
684.558,1395.26
412.437,1355.09
161.204,808.08
767.285,1223.98
548.193,1118.66
377.37,99.4542
698.151,1221.87
155.194,1308.94
744.74,1253.68
642.548,1367.91
821.113,821.013
419.53,1356.87
838.848,1271.9
694.255,1388.99
709.414,823.35
359.408,593.231
843.599,1292.63
708.141,820.053
747.73,1304.84
631.026,219.786
262.09,1354.26
184.429,1380.42
740.371,1385.45
657.662,1299.52
821.356,124.649
805.828,775.903
753.846,868.541
636.903,537.384
367.369,1386.88
749.515,1198.93
709.497,827.721
660.661,223.272
443.095,1413.07
807.216,1355.57
669.474,1079.09
706.321,847.35
337.545,1302.95
739.477,913.859
478.488,1219.65
524.134,1008.54
703.967,1217.22
